Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
35867,50335,490003135E,530696,198132,88,UH22,0
35868,52307,490006348E,530694,198212,102,UH20,0
35877,76904,490009766S,530692,174945,155,M809,0
35878,56045,490009766N,530691,174891,336,M809,0
35879,50294,490013585Q,530690,174742,159,M808,0
35880,77745,490013585N,530690,174689,342,M808,0
35881,51598,490012453S,530689,174468,193,M807,0
35882,73231,490012453N,530687,174426,323,M807,0
35885,58415,490005194N,530687,174033,24,M803,0
35886,72370,490010813N,530686,174352,32,M804,0
35887,58103,490009635W,530682,174542,303,M805,0
35893,58479,490001213N,530672,191144,6,9.00E+06,0
35897,58181,490013060Q,530669,163772,9,J728,0
35900,48526,490011724W,530668,179633,265,3805,0
35904,49561,490000133A,530667,180814,6,110,0
35905,51620,490010534E,530664,177868,52,7G09,0
35906,53138,490008810S,530664,174616,201,M806,0
35908,74487,490013262N,530662,167423,340,LJ06,0
35909,76985,490005826CD,530660,188385,0,9003,0
3591,54944,40004402101A,530660,171595,85,9Z24,0
35911,50675,490011647E,530657,181344,100,A527,0
35914,74565,490011386W,530655,181183,292,A216,0
35918,52480,490013459W,530653,180343,221,G308,0
3592,56614,40004402101B,530650,171584,265,9Z24,0
35920,51286,490007923N,530647,180477,12,G310,0
35921,50896,490007923S,530646,180455,187,G310,0
35922,73761,490012364S,530644,180259,109,G309,0
35924,76978,490012665N,530643,163555,6,J308,0
35926,76912,490013459E,530643,180425,42,G308,0
35928,73277,490010432W,530643,179376,284,E410,0
35929,74427,490010432E,530641,179392,88,E410,0
35931,77908,490007246N,530640,187490,337,YJ08,0
35934,77616,490001213S,530635,191098,172,9.00E+07,0
35935,53931,490007262N,530635,191420,304,VF10,0
3595,76694,40004402098A,530635,170474,101,4Z09,0
35953,73538,490010039S,530629,184878,149,DF10,0
35955,53658,490012665S,530627,163659,177,J308,0
35956,58178,490009058S,530625,185362,143,DD15,0
35965,50452,490007164H,530623,190303,323,XC05,0
35966,58684,490007164G,530622,190345,139,XC05,0
35968,71194,490005132W,530621,186616,296,8F09,0
3597,57403,40004402024A,530620,169518,77,5Z02,0
35973,57111,490014022S,530620,170427,228,LA04,0
35978,59527,490011549N,530620,173829,35,M801,0
35979,74081,490006820S,530618,189111,6,9J07,0
35980,51642,490006627N,530617,189269,3,9J06,0
35981,53297,490006627S,530615,189297,184,9J06,0
35982,73653,490006819E,530614,189423,101,9J05,0
35983,76851,490006819W,530614,189405,281,9J05,0
35985,47972,490010087E,530614,190754,112,PL05,0
35987,51749,490006407E,530611,181919,114,7418,0
35988,72261,490006407W,530611,181901,292,7418,0
3599,75826,490010939E,530610,169569,100,MF08,0
35995,75656,490011639E,530606,174039,150,5P27,0
35996,48307,490014135S1,530605,163692,175,J212,0
360,50320,490015108S,530605,183142,87,C112,0
36002,58264,490015534D,530603,172613,93,EK05,0
36004,73612,490014137E,530602,164788,71,J201,0
36012,54794,490014043A,530600,165305,261,H904,0
3605,77533,40004402019A,530599,172178,63,7Z01,0
3606,72806,40004402019B,530598,172144,246,7Z01,0
3608,77728,490015423S,530598,161299,167,H129,0
361,59093,490000007R,530596,183127,267,C112,0
3613,74434,490010323C,530595,165112,36,JC16,0
3614,50912,490004455BB,530591,178705,61,6908,0
3617,59490,490015475Y,530590,189569,156,9903,0
3619,73925,490010748N,530586,170490,318,FQ07,0
3620,76406,490009523NGS,530583,167602,73,KA04,0
36214,55759,490000031S,530582,175380,15,4.00E+01,0
363,59293,490003327H,530582,183118,113,C105,0
36324,56484,490003258N,530581,186383,2,V411,0
3649,58884,490007057H,530580,177156,318,6.00E+05,0
36501,57531,490007919N,530579,187119,39,V512,0
36502,71709,490007919S,530578,187060,223,V512,0
36503,54426,490009059N,530578,187463,22,VC23,0
36505,49167,490008078N,530576,187896,12,VC24,0
36506,55432,490008078S,530574,187828,194,VC24,0
36508,71700,490011069N,530572,178998,352,G214,0
36510,57778,490001227E,530569,178880,286,G211,0
36512,73933,490000077C,530568,182620,55,8301,0
36513,56230,490000077D,530566,182632,69,8301,0
36514,58234,490000077E,530565,182642,58,8301,0
36521,50556,490013679J,530561,164293,160,J707,0
36522,73109,490010268W,530560,181066,280,E401,0
36529,47906,490008405W,530558,181004,217,G314,0
36530,57390,490005908E,530558,180768,88,E404,0
36531,58003,490011113E,530557,180661,42,E405,0
36534,72471,490003336S,530555,176772,156,GJ12,0
36536,56098,490012604BR,530553,175681,174,2501,0
36537,50956,490006190BK,530553,175905,4,2502,0
36539,53726,490013617N,530552,175809,27,GF10,0
36540,56813,490013617S,530552,175775,203,GF10,0
36541,58694,490013616W,530550,178885,309,G005,0
36543,55839,490011665N,530550,188450,346,VC26,0
36544,59008,490010837S,530546,188176,171,VC25,0
36545,72674,490008413E,530546,188723,78,VK06,0
36546,48172,490005598S,530545,188561,168,VC27,0
36547,54970,490008414N,530544,188845,15,VK07,0
36548,58275,490006640W,530543,188963,269,VK08,0
36549,72897,490008707N,530541,176134,314,GK04,0
36550,48279,490008702S,530541,176132,137,GK04,0
36552,58403,490008703S,530535,176573,156,GJ13,0
36553,72014,490008703N,530534,176610,336,GJ13,0
36554,49683,490003336N,530533,176849,336,GJ11,0
36556,56906,490013019N,530533,192345,39,Y705,0
36559,56186,490009293N,530531,185122,343,W508,0
36561,56144,490010460S,530527,170902,224,ME08,0
36562,53846,490005665S,530523,170560,154,ME07,0
36563,49239,490005665N,530522,170586,332,ME07,0
36564,75183,490006646N,530522,187906,317,YK04,0
36565,53392,490006646E,530520,187827,139,YK04,0
36566,56753,490005363N,530519,188135,47,YK03,0
36567,71197,490010959W,530516,188026,234,YK03,0
36569,74659,490005363S,530515,188224,224,YK02,0
36575,50437,490005076S,530510,177593,146,7G05,0
36577,51513,490003064W,530508,170908,274,ME09,0
36578,50404,490003915E,530505,185182,97,CA07,0
36579,50424,490014375E,530504,185816,88,RQ15,0
36580,49200,490015557W1,530504,185809,269,RQ15,0
36581,54576,490010593W,530500,185813,268,RR06,0
36582,48398,490010593E,530500,185822,88,RR06,0
36584,74727,490006858N,530499,185740,358,RR07,0
36585,75831,490004389BN,530497,175420,357,2503,0
36586,72363,490007446A,530496,182302,298,QJ04,0
36594,57388,490011094U,530494,178458,207,0L08,0
36595,72393,490013160M,530489,178672,206,0L09,0
36598,48101,490007841KB,530488,179431,42,7101,0
36599,51800,490003191F,530487,181036,38,0.00E+00,0
366,76112,490008916S,530485,178818,190,4401,0
36601,71360,490000007G,530485,183306,200,CD01,0
36602,75615,490000007F,530485,183329,194,CD01,0
36604,47937,490001227F,530483,178874,286,G211,0
36608,57433,490003915W,530479,185178,277,CA07,0
36615,77610,490009059S,530479,187354,191,VC23,0
36618,52733,490007061E,530475,171044,87,ME24,0
36619,73116,490012527S,530475,170896,177,ME25,0
36620,57102,490010540S,530473,170676,150,ME23,0
36621,47216,490005395E,530472,170491,80,ME22,0
36622,49422,490010938E,530471,170527,77,ME21,0
36623,74525,490010276E,530470,170573,79,ME20,0
36624,74841,40004402099A,530467,170945,333,9Z04,0
36625,73775,40004402106B,530465,171519,291,9Z09,0
36626,54945,40004402109B,530464,171195,235,9Z15,0
36627,52025,40004402110B,530464,170950,242,9Z16,0
36628,71675,40004402110A,530462,170948,64,9Z16,0
36629,53901,40004402109A,530459,171180,59,9Z15,0
36630,77298,40004402099B,530457,170887,153,9Z04,0
36642,48242,490009042E,530456,179411,85,E411,0
36643,56371,490009943N,530454,185323,20,V408,0
36644,47812,490008876U,530452,188574,46,VA06,0
36645,51684,490015277E,530451,167499,79,FT05,0
36646,75340,490013817E,530451,164302,98,FD12,0
36647,71237,490011057L,530450,183506,148,8M10,0
36651,56083,490015111S,530448,190255,181,WE09,0
36653,55079,490001306C,530447,164036,171,J205,0
36654,71117,490001306D,530447,164025,175,J205,0
36656,59194,40004402169B,530445,171467,158,9Z06,0
36658,50618,490012696E,530444,171094,111,5D03,0
36660,50636,490003032S,530443,185254,165,W507,0
36663,76647,490009288E,530441,192704,74,SD09,0
36665,51101,490014365S,530441,175726,130,GA16,0
36666,77606,490014365N,530440,175648,321,GA16,0
36667,55586,490007092F,530439,180699,318,G311,0
36668,71385,490007092G,530439,180657,131,G311,0
36669,74314,490009198D,530438,180842,67,G313,0
36670,76316,490013216E,530438,180822,247,G313,0
36673,53814,490008405E,530437,181059,55,G314,0
36674,57727,490010268E,530436,181080,99,E401,0
36675,50085,490006355S,530433,181041,120,E402,0
36676,59285,490009550N,530430,181093,313,E402,0
36677,51385,490009206W,530428,180777,241,E403,0
36678,75918,490011113W,530428,180720,235,E405,0
36680,57448,490006589V,530427,196528,348,US03,0
36686,54508,490008899S,530426,179503,220,3902,0
36693,50080,490014589S,530424,193101,197,XA05,0
36729,57027,490014184V,530424,174576,345,5N11,0
36732,71082,490011724N,530422,179645,89,3805,0
36733,76662,490003491E,530422,191664,62,VF11,0
36734,75932,490003491W,530422,191596,224,VF03,0
36736,77449,490006487LS,530418,180298,179,6306,0
36737,75937,490003086U,530417,180910,172,6116,0
36741,51219,490008539S,530417,180617,171,6110,0
36751,56573,490011302W,530417,179205,226,3901,0
36752,52042,490010596E,530414,179350,57,3908,0
36753,74050,490004531E,530413,179260,71,3901,0
36754,73539,490009512E,530413,187978,71,R306,0
36755,47955,490009512W,530412,187984,250,R306,0
36756,57931,490013367N2,530407,188261,14,R207,0
36757,49116,490013367N1,530407,188276,196,R207,0
36758,51601,490008760F,530406,188678,38,R208,0
36759,52816,490008760S1,530406,188644,218,R208,0
36760,55300,490000173N,530404,181327,343,901,0
36761,53738,490015516S,530403,184589,177,D302,0
36762,56340,490009424E,530402,167323,50,LJ07,0
36763,76073,490004220V,530402,182751,182,BF08,0
36765,59009,490000184Y,530400,175876,183,6H03,0
36767,71126,490006186N,530400,179745,3,3903,0
36768,49062,490011817N,530399,180056,351,3904,0
36769,77322,490004671W,530396,180237,327,3905,0
36770,74965,490010964W,530393,180335,263,3906,0
36771,55173,490010964E,530393,180337,77,3906,0
36772,52623,490004671S,530391,180223,150,3905,0
36773,57736,490011817S,530389,180050,171,3904,0
36774,59439,490008899N,530388,179589,32,3902,0
36775,50855,490010596W,530387,179355,229,3908,0
36776,57353,490003393W,530386,170308,254,LF29,0
36777,58360,490005592E,530385,170293,84,LF21,0
36780,56651,490007643E,530385,179464,83,E412,0
36782,49982,490011556J,530383,174710,238,M703,0
36783,77266,490013063NE,530377,164857,55,J715,0
36784,47655,490007965W,530375,174153,254,5P17,0
36785,55622,490007965E,530373,174189,83,5P17,0
36788,54316,490012857N,530370,180592,336,7502,0
36790,56297,490011556H,530364,174722,191,M703,0
36792,51353,490000091G,530364,182187,277,8212,0
36793,56130,490007270E,530362,188362,122,T201,0
36798,74485,490008175E,530362,181723,42,7410,0
36799,72085,490007824W,530362,184630,263,8J06,0
36800,55998,490008296N,530362,185901,239,CH07,0
36803,73211,490000008D,530361,186846,304,CF12,0
36804,54121,490000239B,530358,185881,81,CH27,0
36805,55899,4.90E+09,530356,192470,86,UD04,0
36806,74519,490005427E,530354,182343,59,0U01,0
36808,59332,490014929C,530351,179228,251,G004,0
3681,71609,490003917D,530351,178988,288,G010,0
36810,48457,490004677V,530349,178893,60,G007,0
36813,51540,490004299N,530343,177238,357,G609,0
36816,59461,490005505W,530343,181739,273,A532,0
36817,77051,490003753W,530342,181727,272,A533,0
36818,55497,490003753E,530340,181738,92,A533,0
36819,57359,490005505E,530340,181748,93,A532,0
36822,72743,490004624N1,530340,178864,351,G020,0
36829,73022,490003748W,530339,181715,272,AJ03,0
36830,50248,490003748E,530338,181722,92,AJ03,0
36831,54962,490006142E,530337,181715,92,AJ04,0
36832,52657,490006142W,530335,181704,272,AJ04,0
36833,74778,490013097E,530333,181694,92,AJ05,0
36834,55229,490013097W,530331,181687,273,AJ05,0
36835,49519,490013691F,530330,181768,350,AK06,0
36836,77627,490011478M,530328,178249,238,7F09,0
36838,72388,490015193S,530325,182652,172,C606,0
36847,57640,490008719S,530324,171309,164,5D02,0
36850,72305,490013408S,530324,189606,64,9D15,0
36853,71862,490010985N,530322,183609,3,D109,0
36855,47161,490010537W,530322,177090,280,GJ09,0
36857,53748,490000119F,530321,179749,238,0J06,0
36859,51298,490011168S1,530319,183647,148,8M03,0
36860,71704,490004289C,530317,177518,204,NE17,0
36861,77607,490012038E,530317,187048,70,PR09,0
36868,71610,490009924S,530316,178498,170,BM12,0
36869,56496,490013428E,530316,179873,105,BN11,0
36870,52468,490013428W,530316,179878,286,BN11,0
36875,72886,490009159S,530310,180984,138,BP19,0
36879,55026,490009488S,530310,184736,167,RP07,0
36880,51675,490009488N,530309,184679,354,RP07,0
36881,52883,490006224G,530309,178515,231,7.00E+01,0
36885,48922,490000167F,530309,180345,346,7807,0
36886,71098,490008932T,530308,180735,333,0.00E+00,0
36887,50240,490012208W,530307,180172,227,3907,0
36889,51019,490007678E,530306,168646,93,L724,0
36894,57413,490003479N,530304,169778,336,K018,0
36895,73748,490014966S1,530302,165289,129,J023,0
36896,54297,490012737N,530301,165412,333,J007,0
36897,72828,490014161E,530300,166404,56,JA04,0
36898,52101,490014161W,530298,166371,236,JA04,0
36899,58569,490006113S,530298,166724,147,JB01,0
369,52510,490007550X,530294,178243,304,0L06,0
3690,57306,490001170S,530291,183628,322,RC04,0
36900,56433,490001267A,530289,167183,119,LD01,0
36902,74943,490004766N,530288,166825,330,JB01,0
36903,75383,490001346A,530288,166147,302,KA13,0
36908,55902,490010093S,530288,169511,172,L729,0
36915,50410,490010078K,530287,172433,13,4U07,0
36916,76369,490007520W,530286,166502,246,JA05,0
36917,53570,490007520E,530286,166518,66,JA05,0
36918,57985,490003186E,530283,185231,87,8B20,0
36919,75632,490012218E,530280,185219,85,8B19,0
36920,73867,490012218W,530278,185210,265,8B19,0
36921,49098,490008214W,530277,185156,256,8B18,0
36923,75521,490011931S,530277,185138,175,8B17,0
36927,56042,490012902R,530274,184584,205,A908,0
36928,54785,490013959E,530273,183274,73,AF05,0
36929,74006,490015114G,530273,184330,41,A904,0
36930,53946,490008206N,530268,172420,310,5B03,0
36931,55412,490008206S,530266,172448,131,5B03,0
36932,72186,490006888S,530266,172571,144,5B02,0
36933,50355,490003560S,530266,172942,162,5B01,0
36934,75975,490003560N,530264,172950,342,5B01,0
36935,72338,490006888N,530263,172582,324,5B02,0
36936,77039,490015146S2,530263,171876,164,4U14,0
36937,56827,490013713S,530261,172155,167,4U15,0
36938,75008,490015146N,530260,171995,348,4U14,0
36939,56911,490005228E,530259,173365,108,4L11,0
36940,53109,490005228W,530257,173346,288,4L11,0
36941,73064,490003473E,530255,173435,112,4L10,0
36942,53970,490003473W,530251,173430,292,4L10,0
36943,72084,490012781W,530250,173430,256,4L15,0
36944,56212,490011734N,530244,173352,38,4M01,0
36945,53938,490011734S,530243,173350,218,4M01,0
36946,54075,490008204D,530242,173339,27,5906,0
36947,50071,490011748H,530241,180471,58,0C09,0
36948,77125,490012113S,530239,182496,152,D102,0
36951,58566,490001036E,530237,169614,116,FR03,0
36953,55956,490001036D,530236,169621,111,FR03,0
36954,76447,490004397HD,530229,174052,289,2M10,0
36958,50379,490008214E,530228,185152,75,8B18,0
36959,47528,490000012A,530228,173182,287,5913,0
36960,74494,490007739S,530227,178783,156,3C05,0
36961,49900,490011974S,530227,177190,99,3.00E+11,0
36962,57340,490012249N,530226,177078,311,3.00E+09,0
36963,77585,490011974N,530226,177168,287,3.00E+11,0
36964,52976,490005631N,530224,177365,356,3.00E+12,0
36966,57483,490003274N,530222,178198,321,3J08,0
36967,76868,490013658N1,530219,178435,332,3D08,0
36968,50418,490003557N,530217,178663,285,3F10,0
36969,51361,490010883S,530215,176917,152,3.00E+09,0
36970,51030,490003274S,530214,178186,141,3J08,0
36971,52840,490013658S1,530214,178534,150,3D08,0
36972,58650,490015379S,530212,178705,108,3F11,0
36973,49722,490012249S,530209,177059,131,3.00E+10,0
36974,76307,490012014S,530205,166692,172,J516,0
36975,75440,490012710N,530205,177668,350,3D09,0
36976,74017,490015379N,530205,178700,286,3F11,0
36977,57402,490012710S,530202,177518,174,3.00E+13,0
36978,77955,490003557S,530198,178660,105,3F10,0
36991,73408,490013587E,530196,182047,122,P004,0
36993,56987,490013587W,530195,182046,302,P004,0
36994,56970,490009031N,530193,180586,350,Q304,0
36995,48879,490009031S,530193,180595,170,Q304,0
36996,72822,490000258A,530192,181264,71,Q413,0
36997,54144,490000258B,530192,181181,221,Q413,0
36998,58875,490010292W,530191,181396,256,Q414,0
370,50997,490005537RA,530191,180793,332,0A01,0
37000,58710,490015414F1,530187,182455,71,Q505,0
37002,59091,490013632G,530187,167607,155,HP06,0
37003,77428,490015068N,530186,183108,348,QM07,0
37004,72813,490010944S,530185,182864,181,QN01,0
37005,49867,490010944N,530183,182900,1,QN01,0
37011,48733,490008865N,530181,183894,329,RE08,0
37012,47185,490006769S,530181,184150,178,RE09,0
37013,72087,490006769N,530181,184115,354,RE09,0
37014,74807,490012018S,530179,184364,178,RE10,0
37015,74414,490012018N,530179,184342,358,RE10,0
37016,74181,490013098S,530177,184591,160,R814,0
37017,47841,490013098N,530177,184624,344,R814,0
37018,52214,490008746S,530177,184951,185,R813,0
37019,71683,490008746N,530174,185008,5,R813,0
37020,49102,490006205E,530174,185176,94,R809,0
37021,77333,490009152N,530173,184797,58,R811,0
37022,73216,490006205W,530171,185166,274,R809,0
37023,49196,490009152S,530169,184796,233,R811,0
37024,54393,490009953W,530169,184682,348,R812,0
37025,75230,490010676N2,530168,184996,356,R810,0
37026,58055,490010676N1,530165,185041,182,R810,0
37027,54245,490011783E,530164,189142,209,PQ05,0
37035,58407,490008597S,530159,184883,142,C706,0
37036,56737,490009224S2,530159,185165,203,C709,0
37037,74855,490009377N,530159,185015,61,C707,0
37038,55381,490010518S,530156,184478,156,C910,0
37040,75455,490004983V,530156,183418,252,CD12,0
37045,74271,490011554N,530155,183732,2,CC07,0
37046,48287,490011592N,530155,183962,2,CC08,0
